Date,Sentiment_Scores
2013-02-04,[0.23050268 0.24720708 0.2218584  0.2071733  0.09325861]
2013-02-06,[0.05789569 0.16112345 0.26253963 0.36244395 0.1559973 ]
2013-02-07,[0.49849772 0.29602316 0.13521376 0.05009886 0.02016641]
2013-02-08,[0.46794924 0.31996042 0.14096612 0.04982758 0.02129665]
2013-02-11,[0.13578105 0.22613205 0.25547764 0.26390168 0.11870756]
2013-02-12,[0.11761505 0.239781   0.2567987  0.28559968 0.10020555]
2013-02-13,[0.5094346  0.25751117 0.13014352 0.06522695 0.03768372]
2013-02-14,[0.23793495 0.2745554  0.21124944 0.17718813 0.09907214]
2013-02-15,[0.47141936 0.3304367  0.11599624 0.05249249 0.02965521]
2013-02-19,[0.4907925  0.24854654 0.11104754 0.09587961 0.0537338 ]
2013-02-20,[0.04091553 0.08118465 0.21654513 0.466897   0.1944576 ]
2013-02-21,[0.14207932 0.15077339 0.18035014 0.32171658 0.20508054]
2013-02-22,[0.42203987 0.25732732 0.16422972 0.11025038 0.04615272]
2013-02-25,[0.11177022 0.18489385 0.26533586 0.31757045 0.12042968]
2013-02-26,[0.36794373 0.25668237 0.18575053 0.13481782 0.05480558]
2013-02-27,[0.17327885 0.18214129 0.15344396 0.25492066 0.23621525]
2013-02-28,[0.3904167  0.27854633 0.14345936 0.11816435 0.06941325]
2013-03-01,[0.6050315  0.17066684 0.09578351 0.06294212 0.06557599]
2013-03-04,[0.08774524 0.15596701 0.24642815 0.34256247 0.16729715]
2013-03-05,[0.02042554 0.05578147 0.1936169  0.46873704 0.26143903]
2013-03-06,[0.0353543  0.05356251 0.09737492 0.36123464 0.45247364]
2013-03-07,[0.37768054 0.2788531  0.16328864 0.11756279 0.06261493]
2013-03-08,[0.4144647  0.3413376  0.15762043 0.0660559  0.02052146]
2013-03-11,[0.44458294 0.31610003 0.14510193 0.06018538 0.03402972]
2013-03-12,[0.19638133 0.25132278 0.21778692 0.22173516 0.11277379]
2013-03-13,[0.14486618 0.16597888 0.15388498 0.29271874 0.24255128]
2013-03-14,[0.12114887 0.22527133 0.21326005 0.2935777  0.14674206]
2013-03-15,[0.2724999  0.14652474 0.13830583 0.15828504 0.28438455]
2013-03-18,[0.31487158 0.34674555 0.18921006 0.10260775 0.04656503]
2013-03-19,[0.14231971 0.19717172 0.20970047 0.2921618  0.15864626]
2013-03-21,[0.24990337 0.22114255 0.17403142 0.20690101 0.14802173]
2013-03-22,[0.49050406 0.2485457  0.14130573 0.08055662 0.03908782]
2013-03-25,[0.09163043 0.16657037 0.20991187 0.2962776  0.23560965]
2013-03-26,[0.58502966 0.300979   0.08779448 0.02021571 0.00598118]
2013-03-27,[0.474378   0.36674505 0.10328035 0.03911319 0.01648339]
2013-03-28,[0.11109374 0.1856578  0.25346586 0.25981542 0.18996716]
2013-04-02,[0.4757103  0.263748   0.1463985  0.08040392 0.03373928]
2013-04-03,[0.04446089 0.09505849 0.17208077 0.4269626  0.26143715]
2013-04-04,[0.32689434 0.3145266  0.217675   0.10200235 0.03890172]
2013-04-05,[0.23147339 0.30965623 0.21910003 0.16639064 0.07337967]
2013-04-08,[0.45176005 0.31311628 0.14950646 0.06260394 0.0230132 ]
2013-04-09,[0.2549906  0.28569174 0.16614293 0.17249951 0.12067524]
2013-04-10,[0.19142528 0.33495617 0.23104301 0.16785525 0.07472031]
2013-04-11,[0.204625   0.25021124 0.24523436 0.21949671 0.08043271]
2013-04-12,[0.12626648 0.17276336 0.25495797 0.32147574 0.12453646]
2013-04-15,[0.20767872 0.19429925 0.13481875 0.20417413 0.2590292 ]
2013-04-16,[0.19524094 0.42676625 0.27081922 0.08819719 0.01897643]
2013-04-17,[0.38827807 0.41781518 0.14595887 0.03687193 0.01107595]
2013-04-18,[0.39860988 0.4048862  0.13726766 0.04403636 0.0151999 ]
2013-04-19,[0.3650446  0.42590418 0.16147815 0.03687778 0.01069527]
2013-04-22,[0.42804188 0.37116048 0.14399616 0.03976008 0.01704141]
2013-04-23,[0.3747614  0.25967592 0.14442077 0.12597087 0.09517112]
2013-04-24,[0.4205099  0.34875163 0.15094489 0.05773608 0.02205755]
2013-04-25,[0.26505387 0.37126875 0.27660173 0.07425027 0.01282545]
2013-04-26,[0.19530812 0.22321844 0.19965024 0.22168174 0.16014153]
2013-04-29,[0.31236807 0.31672087 0.20590645 0.1174104  0.0475943 ]
2013-04-30,[0.26262593 0.28172654 0.16860153 0.16019075 0.12685521]
2013-05-01,[0.4100719  0.26569265 0.15672894 0.09806669 0.06943982]
2013-05-02,[0.32782936 0.2159989  0.14655487 0.17516223 0.1344547 ]
2013-05-03,[0.30934173 0.2860865  0.19090958 0.14190973 0.07175246]
2013-05-06,[0.34637803 0.39165032 0.18320975 0.05348612 0.02527581]
2013-05-07,[0.27660757 0.23116097 0.19746599 0.19969903 0.09506636]
2013-05-09,[0.1905942  0.3297603  0.24756463 0.16461925 0.06746152]
2013-05-10,[0.18474272 0.33488056 0.27294567 0.16979605 0.03763495]
2013-05-13,[0.40188733 0.30628365 0.16832292 0.0831844  0.04032168]
2013-05-14,[0.3821561  0.24536847 0.15200828 0.11895505 0.10151206]
2013-05-15,[0.35489374 0.23806347 0.17552273 0.13895807 0.09256189]
2013-05-16,[0.21157071 0.28048784 0.24734238 0.19126949 0.06932956]
2013-05-17,[0.45568642 0.29839894 0.14314854 0.06899753 0.03376862]
2013-05-20,[0.4382111  0.2413546  0.13759963 0.10674684 0.07608774]
2013-05-21,[0.41814786 0.24636891 0.15866697 0.11699058 0.05982566]
2013-05-22,[0.5010265  0.25958008 0.14094642 0.06745577 0.03099121]
2013-05-23,[0.40669286 0.26994938 0.14164622 0.11748212 0.06422941]
2013-05-24,[0.38797817 0.23645696 0.14162144 0.11615161 0.11779182]
2013-05-28,[0.32463217 0.27732217 0.20580873 0.12521265 0.06702427]
2013-05-29,[0.36059302 0.28409654 0.17763117 0.12671988 0.05095941]
2013-05-30,[0.098296   0.15513273 0.1524233  0.30577657 0.2883714 ]
2013-06-03,[0.38276824 0.23075075 0.18239212 0.13806345 0.06602544]
2013-06-04,[0.43795562 0.24591105 0.168023   0.09440099 0.05370932]
2013-06-05,[0.34204933 0.2598185  0.17119229 0.13340694 0.0935329 ]
2013-06-06,[0.1746078  0.23423192 0.28178415 0.23222473 0.0771514 ]
2013-06-07,[0.38656098 0.24936254 0.16793674 0.12798958 0.06815028]
2013-06-10,[0.10299202 0.17242542 0.24974425 0.3245886  0.1502497 ]
2013-06-11,[0.18615933 0.21570735 0.25096855 0.2512356  0.09592915]
2013-06-12,[0.35765773 0.19419736 0.11045231 0.17094916 0.1667435 ]
2013-06-13,[0.1742705  0.25128928 0.2745189  0.21668959 0.08323178]
2013-06-14,[0.35407656 0.32635108 0.19547324 0.08971291 0.0343862 ]
2013-06-17,[0.39013544 0.28918448 0.17336887 0.10467593 0.04263524]
2013-06-18,[0.1805434  0.34011245 0.28302065 0.15866607 0.03765753]
2013-06-19,[0.11953765 0.16921158 0.16425794 0.29696226 0.25003055]
2013-06-20,[0.2501681  0.34526    0.24581137 0.12022547 0.03853508]
2013-06-21,[0.53963876 0.2650258  0.12033371 0.04935126 0.02565045]
2013-06-24,[0.03955806 0.08238626 0.23296319 0.44914517 0.19594735]
2013-06-25,[0.3188276  0.25818267 0.17525558 0.15657333 0.09116088]
2013-06-26,[0.20436707 0.17094989 0.18030955 0.24676685 0.19760664]
2013-06-27,[0.48429167 0.34941056 0.11668093 0.03812245 0.01149434]
2013-06-28,[0.11111391 0.22636251 0.25938725 0.27750045 0.12563588]
2013-07-01,[0.44361284 0.26634997 0.12074447 0.09539656 0.07389613]
2013-07-02,[0.5652492  0.27662426 0.10152706 0.04074033 0.0158592 ]
2013-07-03,[0.3722241  0.2391692  0.15679228 0.14291887 0.08889554]
2013-07-05,[0.10855883 0.24228206 0.24274832 0.26347315 0.14293766]
2013-07-08,[0.5012527  0.33171707 0.12082417 0.03653104 0.00967503]
2013-07-09,[0.09923275 0.15647924 0.31382903 0.32508788 0.10537104]
2013-07-10,[0.20563892 0.24553835 0.2530706  0.20513171 0.09062042]
2013-07-11,[0.24980578 0.2351669  0.18953054 0.19267382 0.13282293]
2013-07-12,[0.21006887 0.2651813  0.20169616 0.21017273 0.11288095]
2013-07-15,[0.60696024 0.24030389 0.07921187 0.04482449 0.02869959]
2013-07-16,[0.1548987  0.2011459  0.17501059 0.26248074 0.20646398]
2013-07-17,[0.02694301 0.0778295  0.18132338 0.5217204  0.19218372]
2013-07-18,[0.12080701 0.17090517 0.2457019  0.3159756  0.14661033]
2013-07-19,[0.38803926 0.38222647 0.17060326 0.04745942 0.01167159]
2013-07-22,[0.27611578 0.22636189 0.19522835 0.18745334 0.1148407 ]
2013-07-23,[0.13325839 0.20293133 0.2679547  0.274803   0.12105254]
2013-07-24,[0.12772506 0.17803976 0.1996288  0.28552324 0.20908311]
2013-07-25,[0.26817632 0.279916   0.21048902 0.15572694 0.08569176]
2013-07-26,[0.19372363 0.31234327 0.21166791 0.17899038 0.10327479]
2013-07-29,[0.30826828 0.39632532 0.1887575  0.08118977 0.02545913]
2013-07-30,[0.25426686 0.32987332 0.25649586 0.10687364 0.05249032]
2013-08-01,[0.29903805 0.20556006 0.12593697 0.22921085 0.14025414]
2013-08-02,[0.36505383 0.29182503 0.18151484 0.11156111 0.05004511]
2013-08-05,[0.2983067  0.4489734  0.19077487 0.04834522 0.01359974]
2013-08-06,[0.16179156 0.3508139  0.35133648 0.11574895 0.02030907]
2013-08-07,[0.5763431  0.32677785 0.0804573  0.01293157 0.00349023]
2013-08-08,[0.18426777 0.3166198  0.28811383 0.165895   0.04510362]
2013-08-09,[0.13905855 0.30849114 0.338782   0.17906968 0.03459859]
2013-08-12,[0.48002204 0.29478595 0.1263744  0.06895351 0.02986404]
2013-08-13,[0.25021628 0.24307919 0.21853083 0.19202583 0.09614793]
2013-08-14,[0.2857591  0.29212767 0.22128248 0.14520451 0.05562622]
2013-08-15,[0.03202119 0.06934011 0.17229085 0.46383047 0.2625173 ]
2013-08-16,[0.06999364 0.09340335 0.18576711 0.39614093 0.254695  ]
2013-08-19,[0.2649702  0.42581335 0.2544414  0.0461421  0.00863299]
2013-08-20,[0.5119558  0.28400746 0.13616359 0.04885829 0.01901481]
2013-08-21,[0.4844529  0.26290894 0.14529437 0.07402175 0.03332201]
2013-08-22,[0.27584353 0.2590773  0.19242273 0.18108009 0.09157629]
2013-08-23,[0.17987944 0.33758092 0.21613638 0.1711527  0.09525048]
2013-08-26,[0.30028236 0.36131534 0.18640356 0.11024272 0.04175597]
2013-08-27,[0.35355592 0.24099904 0.16042857 0.1492228  0.09579362]
2013-08-28,[0.3523354  0.28583246 0.19740961 0.11976535 0.04465715]
2013-08-29,[0.05528316 0.15914005 0.30938077 0.3822497  0.09394636]
2013-08-30,[0.2600412  0.31219348 0.23549125 0.13254085 0.05973313]
2013-09-04,[0.1596719  0.18046765 0.23616087 0.27861992 0.14507967]
2013-09-05,[0.22023219 0.31186476 0.23922506 0.16779207 0.06088594]
2013-09-06,[0.3226083  0.33438295 0.24023819 0.08246759 0.02030306]
2013-09-09,[0.14526314 0.39362314 0.28453165 0.14365682 0.03292533]
2013-09-10,[0.1792203  0.17479548 0.2127315  0.2520062  0.18124658]
2013-09-11,[0.7373695  0.15757656 0.05601297 0.02153389 0.02750703]
2013-09-12,[0.12592797 0.3002483  0.2426394  0.22116335 0.11002097]
2013-09-13,[0.11822053 0.13937919 0.20391166 0.33364978 0.20483884]
2013-09-16,[0.1080697  0.14824444 0.18236068 0.33674422 0.22458108]
2013-09-17,[0.08304262 0.20959005 0.33108655 0.29742065 0.07886015]
2013-09-18,[0.07280891 0.19285506 0.33065322 0.3267048  0.07697805]
2013-09-19,[0.03222895 0.06304204 0.12085048 0.45726535 0.32661316]
2013-09-20,[0.31617245 0.30733088 0.20324199 0.12599936 0.04725535]
2013-09-23,[0.54466635 0.3026896  0.0969521  0.03315742 0.02253458]
2013-09-24,[0.15139751 0.34808207 0.30867946 0.15358122 0.03825974]
2013-09-25,[0.02799761 0.03935656 0.08248845 0.3246352  0.5255221 ]
2013-09-26,[0.11179104 0.14429106 0.16706504 0.32312065 0.2537322 ]
2013-09-27,[0.04889121 0.07700647 0.14479119 0.37365958 0.35565153]
2013-09-30,[0.19722648 0.21389815 0.2087011  0.19979917 0.18037513]
2013-10-02,[0.02769568 0.05813902 0.1596773  0.4630504  0.29143766]
2013-10-03,[0.12899667 0.18513805 0.2250341  0.29245293 0.16837823]
2013-10-04,[0.32166034 0.26130748 0.1911473  0.14751384 0.07837106]
2013-10-07,[0.2216738  0.21013932 0.12305339 0.20516934 0.23996423]
2013-10-08,[0.24870601 0.267142   0.204938   0.18160886 0.09760516]
2013-10-09,[0.23219037 0.36952943 0.271414   0.10341006 0.02345606]
2013-10-10,[0.02389406 0.06669031 0.24526313 0.4825344  0.18161808]
2013-10-11,[0.00943067 0.03039501 0.1169975  0.53812444 0.3050524 ]
2013-10-14,[0.12696755 0.2024522  0.20486352 0.30421168 0.16150506]
2013-10-15,[0.265804   0.22555701 0.22207008 0.20029016 0.08627871]
2013-10-16,[0.12655297 0.15736419 0.19947189 0.33332956 0.18328139]
2013-10-17,[0.19924879 0.18701622 0.1589512  0.2478157  0.2069681 ]
2013-10-21,[0.21571407 0.32927442 0.23013823 0.1532965  0.07157678]
2013-10-22,[0.14905247 0.1866258  0.23721309 0.29116634 0.13594232]
2013-10-23,[0.41427574 0.4383745  0.11953892 0.02201157 0.00579927]
2013-10-24,[0.37836877 0.30453998 0.18202104 0.09626439 0.03880578]
2013-10-25,[0.05878351 0.08022863 0.14120282 0.3793691  0.340416  ]
2013-10-28,[0.30678788 0.28932267 0.22049107 0.13401453 0.04938388]
2013-10-29,[0.49046606 0.32147303 0.13484386 0.038353   0.01486402]
2013-10-30,[0.02277365 0.13880078 0.38945588 0.3688309  0.08013879]
2013-10-31,[0.07221023 0.11038016 0.14954893 0.36938852 0.29847214]
2013-11-01,[0.11928032 0.12925187 0.14336984 0.36218417 0.24591379]
2013-11-04,[0.3722816  0.28809693 0.15626547 0.11436246 0.06899361]
2013-11-05,[0.48821917 0.20184489 0.12329443 0.12203549 0.06460606]
2013-11-06,[0.09117691 0.16740684 0.29028207 0.33851695 0.11261721]
2013-11-07,[0.0467497  0.09815086 0.23764244 0.4465694  0.1708876 ]
2013-11-08,[0.23318611 0.29242337 0.25883391 0.16411315 0.05144338]
2013-11-11,[0.3500659  0.20519525 0.14849083 0.16005708 0.13619092]
2013-11-12,[0.28793216 0.22155851 0.1968246  0.19067527 0.10300948]
2013-11-13,[0.14254715 0.13889165 0.17528538 0.31763592 0.22563985]
2013-11-14,[0.20452343 0.27312502 0.22324397 0.20427659 0.09483105]
2013-11-15,[0.07239313 0.10886863 0.14755827 0.37060797 0.30057198]
2013-11-18,[0.11604208 0.17759618 0.23717448 0.34253925 0.12664805]
2013-11-19,[0.04428571 0.07500803 0.15775362 0.37507474 0.34787786]
2013-11-20,[0.12948069 0.14413063 0.20895849 0.30539367 0.21203649]
2013-11-21,[0.15377176 0.12449188 0.16044144 0.27409613 0.28719884]
2013-11-22,[0.21083201 0.17166717 0.18680353 0.26217484 0.16852236]
2013-11-25,[0.06532694 0.12473571 0.25305748 0.35979238 0.1970875 ]
2013-11-26,[0.02162447 0.03209238 0.16209038 0.4833113  0.30088148]
2013-11-27,[0.07455203 0.11636543 0.2269323  0.36117297 0.22097722]
2013-11-29,[0.03832124 0.08842728 0.24773437 0.42913327 0.1963838 ]
2013-12-03,[0.22117583 0.22219995 0.21274678 0.22798562 0.11589178]
2013-12-04,[0.21112981 0.21354376 0.22321182 0.23230381 0.11981076]
2013-12-05,[0.0768329  0.14474402 0.2515218  0.39060915 0.13629214]
2013-12-06,[0.02847701 0.05473153 0.1346984  0.44954115 0.33255187]
2013-12-10,[0.01155226 0.02084938 0.05689794 0.36291772 0.54778266]
2013-12-11,[0.01132885 0.02309587 0.06689944 0.39523175 0.5034441 ]
2013-12-12,[0.44451293 0.25089824 0.15292153 0.10752975 0.04413747]
2013-12-13,[0.5327508  0.29896742 0.11009662 0.04143336 0.01675171]
2013-12-16,[0.25742772 0.1786556  0.17947549 0.19689275 0.18754849]
2013-12-17,[0.2797548  0.1633597  0.1717505  0.16991122 0.21522377]
2013-12-18,[0.41617674 0.25937107 0.14770232 0.109003   0.06774691]
2013-12-19,[0.41617674 0.25937107 0.14770232 0.109003   0.06774691]
2013-12-20,[0.7352653  0.18062511 0.0388911  0.02580442 0.01941403]
2013-12-23,[0.4656494  0.26103628 0.16613801 0.06992971 0.0372466 ]
2013-12-24,[0.24610479 0.27115965 0.18675002 0.18276519 0.11322033]
2013-12-26,[0.16399895 0.24850413 0.20249592 0.23861736 0.14638366]
2013-12-30,[0.08662483 0.15539448 0.23327005 0.33517593 0.18953474]
2013-12-31,[0.13359515 0.18980077 0.20314789 0.2889103  0.18454586]
2014-01-03,[0.06304354 0.24947216 0.3842281  0.26836592 0.03489027]
2014-01-06,[0.21311526 0.19581239 0.18989918 0.23488364 0.16628948]
2014-01-07,[0.35013717 0.35638145 0.19243103 0.07164253 0.02940776]
2014-01-08,[0.08568101 0.218627   0.3398134  0.29179168 0.0640869 ]
2014-01-09,[0.07188328 0.12621927 0.21035507 0.40095112 0.1905912 ]
2014-01-10,[0.11431766 0.18584596 0.27300137 0.31265068 0.11418432]
2014-01-13,[0.5072816  0.22150663 0.11398467 0.08598232 0.07124481]
2014-01-14,[0.3464431  0.18874028 0.17303313 0.16092534 0.13085817]
2014-01-15,[0.50899    0.22997369 0.1432048  0.0788922  0.03893932]
2014-01-16,[0.28321812 0.31348187 0.23460773 0.1304397  0.0382526 ]
2014-01-17,[0.39265645 0.40308362 0.1660262  0.03145544 0.00677828]
2014-01-21,[0.09064889 0.1569436  0.23513836 0.34734246 0.16992667]
2014-01-22,[0.02312374 0.04684962 0.13182828 0.42358604 0.3746123 ]
2014-01-23,[0.36936185 0.29509202 0.17521709 0.10911294 0.05121611]
2014-01-24,[0.261918   0.3704898  0.22343606 0.10926333 0.03489277]
2014-01-27,[0.4895226  0.28648916 0.14697607 0.05059796 0.02641422]
2014-01-28,[0.4312545  0.2605484  0.1633566  0.09045417 0.05438632]
2014-01-30,[0.16688253 0.19268379 0.20565689 0.2668464  0.16793038]
2014-01-31,[0.03491657 0.11719549 0.28735745 0.440331   0.12019952]
2014-02-04,[0.21161994 0.35731778 0.2795061  0.10760796 0.04394816]
2014-02-05,[0.5685308  0.25170276 0.09723194 0.05239155 0.03014302]
2014-02-06,[0.1529206  0.22201747 0.25627846 0.27299574 0.09578776]
2014-02-07,[0.51919943 0.26482362 0.13401799 0.05293771 0.02902124]
2014-02-10,[0.73829514 0.16025162 0.06974939 0.02221971 0.00948421]
2014-02-11,[0.42799824 0.28495085 0.15758678 0.09291536 0.0365487 ]
2014-02-12,[0.37278765 0.31046668 0.13950683 0.10785713 0.06938174]
2014-02-13,[0.6824793  0.22176003 0.05299375 0.02558402 0.01718283]
2014-02-14,[0.4329166  0.3077062  0.14288205 0.08484164 0.03165354]
2014-02-18,[0.00951192 0.02673488 0.11661579 0.39998636 0.4471511 ]
2014-02-19,[0.00542269 0.00958881 0.03991212 0.2736972  0.6713792 ]
2014-02-20,[0.03038414 0.07460262 0.19206208 0.38728237 0.31566882]
2014-02-21,[0.06779733 0.09940656 0.15627885 0.3301474  0.3463699 ]
2014-02-24,[0.3560712  0.2850077  0.18725781 0.1239975  0.04766584]
2014-02-25,[0.5784976  0.2746182  0.10336464 0.03357274 0.00994694]
2014-02-26,[0.18246153 0.19949563 0.17082472 0.26768854 0.17952953]
2014-02-27,[0.21770267 0.29991117 0.22345504 0.17537165 0.08355951]
2014-02-28,[0.33894998 0.2511431  0.2349973  0.12640835 0.04850132]
2014-03-04,[0.113938   0.14925537 0.19723246 0.32389963 0.21567458]
2014-03-05,[0.34698242 0.22213106 0.19042218 0.15359269 0.08687167]
2014-03-06,[0.52882135 0.26998034 0.10527816 0.06398508 0.03193516]
2014-03-07,[0.21352248 0.29679352 0.266442   0.15967473 0.06356733]
2014-03-10,[0.00792485 0.01322748 0.04185552 0.36010188 0.5768903 ]
2014-03-11,[0.25597975 0.2799554  0.19075716 0.16590866 0.10739903]
2014-03-12,[0.10009986 0.16589458 0.17449339 0.3541845  0.2053277 ]
2014-03-13,[0.12369595 0.18704331 0.2782816  0.29793036 0.11304878]
2014-03-17,[0.07852226 0.14081128 0.18912767 0.40706792 0.18447095]
2014-03-18,[0.15438938 0.23391992 0.2138449  0.26820636 0.12963937]
2014-03-19,[0.09609679 0.15871082 0.25071365 0.3402166  0.15426213]
2014-03-20,[0.10847565 0.12665968 0.1550241  0.33390853 0.27593213]
2014-03-21,[0.1573732  0.11250095 0.11140614 0.27721852 0.34150124]
2014-03-25,[0.3942304  0.2870809  0.16405761 0.10431899 0.05031211]
2014-03-26,[0.14070375 0.17592628 0.23637801 0.30563575 0.14135623]
2014-03-27,[0.16049625 0.2967968  0.28732416 0.20385207 0.05153073]
2014-03-28,[0.13267738 0.25843742 0.30529216 0.236592   0.06700107]
2014-03-31,[0.02391599 0.02779384 0.05230309 0.2457572  0.6502298 ]
2014-04-02,[0.3292882  0.26657477 0.16982181 0.14528818 0.08902697]
2014-04-03,[0.02467138 0.10303216 0.3511271  0.42651263 0.09465675]
2014-04-04,[0.1531616  0.19894207 0.20670539 0.2721259  0.16906507]
2014-04-07,[0.46780375 0.2780956  0.13736275 0.07203303 0.04470488]
2014-04-08,[0.40176585 0.29057038 0.17107794 0.09774152 0.03884431]
2014-04-09,[0.44204885 0.33406383 0.15148425 0.0498124  0.02259069]
2014-04-10,[0.04645116 0.07959502 0.15157346 0.41359034 0.30879003]
2014-04-11,[0.4972083  0.24263412 0.14072725 0.08030374 0.03912659]
2014-04-14,[0.09490084 0.14732662 0.20198318 0.34026358 0.21552578]
2014-04-15,[0.1408486  0.12229759 0.14571671 0.33610353 0.25503355]
2014-04-16,[0.1874499  0.18709669 0.20592922 0.2848824  0.13464183]
2014-04-17,[0.14400943 0.19752598 0.24728549 0.29429835 0.1168808 ]
2014-04-21,[0.21699567 0.24577165 0.20272815 0.22429779 0.11020675]
2014-04-22,[0.26038104 0.23139097 0.1817722  0.20069344 0.12576234]
2014-04-23,[0.31358612 0.36778682 0.20706487 0.08210962 0.02945257]
2014-04-24,[0.07904941 0.2726812  0.36202973 0.23530357 0.05093614]
2014-04-25,[0.31107897 0.30946866 0.18680082 0.13195015 0.06070147]
2014-04-28,[0.30724847 0.39672384 0.18810008 0.07323634 0.03469122]
2014-04-29,[0.37076408 0.33227044 0.1839913  0.07981137 0.03316275]
2014-04-30,[0.45728815 0.2621433  0.15019238 0.08565548 0.04472066]
2014-05-01,[0.25338462 0.20563604 0.15181652 0.22308467 0.16607818]
2014-05-02,[0.08088543 0.3366522  0.45545852 0.11374959 0.01325419]
2014-05-05,[0.5132647  0.29324237 0.13014142 0.04579229 0.01755916]
2014-05-06,[0.31579897 0.28113022 0.19812454 0.1337118  0.07123441]
2014-05-07,[0.21509491 0.21759185 0.20920084 0.21675323 0.14135912]
2014-05-08,[0.23989406 0.22344947 0.20923422 0.21882954 0.1085927 ]
2014-05-09,[0.20125134 0.27253273 0.23423535 0.21098381 0.08099668]
2014-05-12,[0.42002216 0.28384596 0.17377162 0.08600233 0.03635793]
2014-05-13,[0.14909238 0.17299299 0.23569643 0.30588776 0.13633049]
2014-05-14,[0.16557068 0.17859787 0.1686906  0.2816846  0.20545626]
2014-05-15,[0.09407639 0.12543957 0.1639964  0.3501259  0.26636165]
2014-05-16,[0.4046941  0.2857637  0.14553022 0.10569354 0.05831845]
2014-05-19,[0.01230892 0.0684776  0.2675165  0.5055374  0.14615963]
2014-05-20,[0.02479844 0.06714139 0.23422466 0.45588705 0.21794845]
2014-05-21,[0.04479966 0.05839839 0.10349817 0.3527132  0.44059065]
2014-05-22,[0.16673774 0.23911166 0.23622839 0.2331188  0.12480345]
2014-05-23,[0.12389595 0.18895483 0.2543769  0.29229656 0.14047584]
2014-05-27,[0.310864   0.2637189  0.17795956 0.1593343  0.08812318]
2014-05-28,[0.03318086 0.08249789 0.2976225  0.43837    0.14832872]
2014-05-29,[0.4086339  0.2965513  0.16262023 0.08372878 0.04846582]
2014-05-30,[0.07694926 0.12937674 0.19843352 0.35681453 0.23842597]
2014-06-02,[0.11564881 0.13066271 0.20736687 0.33545718 0.21086444]
2014-06-03,[0.12906182 0.1678967  0.20271616 0.3103392  0.18998612]
2014-06-04,[0.25043437 0.23771097 0.18920915 0.18662183 0.13602366]
2014-06-05,[0.20247146 0.20421909 0.18253474 0.22313148 0.18764335]
2014-06-06,[0.21336946 0.21173081 0.20162375 0.25613746 0.11713849]
2014-06-09,[0.14772868 0.3341565  0.34231415 0.14614125 0.02965949]
2014-06-11,[0.29603168 0.24020791 0.2044871  0.17038675 0.08888657]
2014-06-12,[0.04266391 0.15300989 0.3184808  0.39939034 0.08645505]
2014-06-13,[0.19397928 0.20823346 0.17477384 0.23885727 0.18415615]
2014-06-17,[0.6605326  0.22475833 0.06684557 0.02994293 0.01792058]
2014-06-18,[0.65526336 0.20354904 0.06131332 0.04242609 0.03744825]
2014-06-19,[0.50583756 0.26967648 0.14734143 0.05474254 0.02240198]
2014-06-20,[0.0561321  0.11642233 0.26668677 0.40301365 0.15774521]
2014-06-23,[0.30596167 0.2652255  0.18429741 0.15237226 0.09214317]
2014-06-24,[0.07956678 0.1416316  0.20595177 0.37964484 0.19320494]
2014-06-25,[0.40196663 0.35341233 0.16471176 0.05842457 0.02148464]
2014-06-26,[0.18423244 0.31686896 0.28495002 0.16595595 0.04799258]
2014-06-27,[0.26723552 0.2755319  0.22362673 0.16680115 0.06680475]
2014-06-30,[0.11703818 0.285947   0.3355641  0.18280548 0.07864529]
2014-07-01,[0.26762414 0.27455235 0.23235705 0.15693918 0.0685272 ]
2014-07-02,[0.02562497 0.06404539 0.1759996  0.51246417 0.22186589]
2014-07-03,[0.01521873 0.05110062 0.16654092 0.5354141  0.23172568]
2014-07-07,[0.48007622 0.30860645 0.13790832 0.05273503 0.02067392]
2014-07-08,[0.07026105 0.1936676  0.28467593 0.32294416 0.12845117]
2014-07-09,[0.01188256 0.06857754 0.3881861  0.4511144  0.08023947]
2014-07-10,[0.38586795 0.23093441 0.15899302 0.13313036 0.09107426]
2014-07-11,[0.45407647 0.2576095  0.13062634 0.09178473 0.06590293]
2014-07-14,[0.21951018 0.2337344  0.19566338 0.21264024 0.1384518 ]
2014-07-15,[0.07820033 0.12872063 0.21148433 0.37787932 0.20371546]
2014-07-16,[0.32637787 0.21372987 0.18774778 0.15877521 0.11336927]
2014-07-17,[0.31224468 0.26532963 0.19887291 0.15167871 0.07187412]
2014-07-18,[0.3192189  0.34265962 0.22383152 0.08893884 0.02535107]
2014-07-21,[0.1703943  0.18060955 0.22178008 0.27381727 0.15339884]
2014-07-22,[0.4019906  0.28413334 0.15226953 0.09311121 0.0684953 ]
2014-07-23,[0.4473526  0.24876355 0.13476974 0.09068426 0.07842985]
2014-07-24,[0.06498161 0.1866918  0.3256881  0.34223711 0.0804014 ]
2014-07-25,[0.12984869 0.1538585  0.20393807 0.31379637 0.1985584 ]
2014-07-28,[0.12812458 0.1956315  0.22868758 0.2844508  0.16310544]
2014-07-29,[0.19144696 0.26867718 0.2093352  0.18558127 0.14495933]
2014-07-31,[0.03949816 0.15616982 0.35046804 0.3643617  0.08950222]
2014-08-01,[0.39745632 0.35898182 0.17625353 0.04829167 0.01901667]
2014-08-04,[0.12375288 0.16618936 0.15218122 0.25709617 0.30078045]
2014-08-06,[0.11902411 0.16158696 0.17709932 0.31377998 0.22850958]
